player_name,season,do_or_die_points,team_name,player_id,match_played,position_id,position_name,high_5s,avg_raid_points,raid_points,successful_raids,successful_tackles,super_10s,super_raids,super_tackles,tackle_points,total_points,z_score_do_or_die_points,z_score_high_5s,z_score_avg_raid_points,z_score_raid_points,z_score_successful_raids,z_score_successful_tackles,z_score_super_10s,z_score_super_raids,z_score_super_tackles,z_score_tackle_points,z_score_total_points
Lokesh Kaushik,6,0.0,Jaipur Pink Panthers,599,6,8.0,Raider,0.0,0.4,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,-0.5575209349493357,-0.44714607015407415,-0.4072256346168403,-0.3856717577162949,-0.34841428419581966,-0.47132122735866794,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.5511401161188308
M. Abishek,7,0.0,Tamil Thalaivas,2506,2,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
M. Thivakaran,5,8.0,Tamil Thalaivas,696,9,8.0,Raider,0.0,1.56,14.0,11.0,2.0,0.0,0.0,0.0,0.0,16.0,1.013721662708438,-0.44714607015407415,0.20986137211108402,0.07566977524813381,0.08042268933318851,-0.47132122735866794,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.1173432105635616
Mahender Singh,7,0.0,Bengaluru Bulls,769,14,4.0,"Defender, left cover",3.0,0.0,1.0,1.0,37.0,0.0,0.0,7.0,3.14,44.0,-0.5575209349493357,2.354310524070899,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,2.746212228758554,-0.3118428343415906,-0.5029957698887288,4.023184101866112,2.8788930651499114,0.8948495690653998
Mahendra Ganesh Rajput,6,15.0,Gujarat Fortunegiants,163,13,8.0,Raider,0.0,2.15,28.0,18.0,2.0,2.0,3.0,2.0,0.15,30.0,2.38855893565899,-0.44714607015407415,0.5237245910502868,0.613901563706634,0.4139625576335282,-0.47132122735866794,1.259845050740026,2.4524301526699164,0.6286225159165799,-0.6598272116301523,0.3887531792509191
Mahesh Goud,6,11.0,Bengal Warriors,66,10,8.0,Raider,0.0,3.8,38.0,26.0,8.0,0.0,3.0,3.0,0.8,46.0,1.6029376368301032,-0.44714607015407415,1.4014776609650068,0.9983528411769913,0.7951509785482023,0.08025593654714155,-0.3118428343415906,2.4524301526699164,1.3075348331064864,0.10945980506116589,0.9671490533246114
Mahesh Maruti Magdum,6,2.0,Bengaluru Bulls,2266,4,1.0,All Rounder,0.0,2.33,7.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,-0.16471028553489228,-0.44714607015407415,0.61947947140462,-0.19344611898111627,-0.20546862635281696,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.4426908897300135
Mahipal Narwal,4,4.0,Jaipur Pink Panthers,67,14,1.0,All Rounder,0.0,1.44,13.0,8.0,7.0,1.0,1.0,2.0,0.64,22.0,0.22810036387955115,-0.44714607015407415,0.14602478520819523,0.037224647501098086,-0.06252296850981422,-0.011673590770493363,0.47400110819921776,0.4821462042974862,0.6286225159165799,-0.07990315289362017,0.09955524221407298
Mandeep Kumar,1,0.0,Patna Pirates,68,7,8.0,Raider,0.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,-0.5575209349493357,-0.44714607015407415,-0.08804270010239672,-0.2703363744751877,-0.34841428419581966,-0.6551802819939377,-0.3118428343415906,0.4821462042974862,-0.7292021184632329,-0.8373549847127643,-0.514990373989225
Mangesh Bhagat,1,6.0,Puneri Paltan,168,8,8.0,Raider,0.0,3.38,27.0,19.0,1.0,0.0,0.0,0.0,0.13,28.0,0.6209110132939946,-0.44714607015407415,1.1780496068048965,0.5754564359595983,0.46161111024786244,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.6834975813745007,0.3164536949917076
Maninder Singh,7,19.0,Bengal Warriors,143,16,8.0,Raider,0.0,8.63,138.0,118.0,2.0,6.0,4.0,1.0,0.0,138.0,3.174180234487877,-0.44714607015407415,3.9709002838062784,4.842865615880564,5.1788178190669525,-0.47132122735866794,4.403220820903259,3.4375721268561317,-0.050289801273326475,-0.8373549847127643,4.292925329248342
Manish,6,0.0,Patna Pirates,728,17,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.88,15.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,0.5399035731353161,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,0.20414128403855886,-0.15349295269316737
Manjeet,7,16.0,Puneri Paltan,763,14,8.0,Raider,0.0,4.93,69.0,56.0,22.0,1.0,2.0,1.0,1.64,92.0,2.584964260366212,-0.44714607015407415,2.002605520967209,2.190151801335099,2.2246075569782295,1.3672693189940304,0.47400110819921776,1.4672881784837013,-0.050289801273326475,1.1036153343237924,2.6300371912864766
Manjeet Chhillar,7,2.0,Tamil Thalaivas,69,12,1.0,All Rounder,2.0,0.38,3.0,5.0,33.0,2.0,1.0,2.0,2.92,38.0,-0.16471028553489228,1.420491659329241,-0.4178650657673218,-0.3472266299692592,-0.20546862635281696,2.3784941194880145,1.259845050740026,0.4821462042974862,0.6286225159165799,2.618518997962081,0.6779511162877653
Manoj Dhull,6,0.0,Bengal Warriors,233,8,6.0,"Defender, right corner",0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.5,4.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.24559574110405796,-0.5511401161188308
Manoj Kumar,5,0.0,Gujarat Fortunegiants,70,5,4.0,"Defender, left cover",1.0,0.3,3.0,2.0,1.0,0.0,2.0,4.0,0.5,1.0,-0.5575209349493357,0.48667279458758345,-0.4604227903692476,-0.3472266299692592,-0.34841428419581966,-0.5632507546763028,-0.3118428343415906,1.4672881784837013,1.9864471502963925,-0.24559574110405796,-0.6595893425076481
Manpreet Singh,3,4.0,Patna Pirates,309,13,8.0,Raider,0.0,1.85,24.0,20.0,5.0,0.0,0.0,0.0,0.38,29.0,0.22810036387955115,-0.44714607015407415,0.3641331237930651,0.4601210527184911,0.5092596628621967,-0.1955326454057632,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.3876179595701475,0.35260343712131337
Mayur Shivtarkar,7,5.0,Bengal Warriors,578,5,1.0,All Rounder,0.0,0.33,4.0,1.0,4.0,0.0,0.0,0.0,0.8,4.0,0.4245056885867729,-0.44714607015407415,-0.4444636436435254,-0.30878150222222345,-0.3960628368101539,-0.28746217272339813,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,0.10945980506116589,-0.5511401161188308
Md. Aruduzzaman Munshi,1,0.0,U Mumba,145,5,8.0,Raider,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.3856717577162949,-0.34841428419581966,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6234396003780424
Md. Masud Karim,6,1.0,U.P. Yoddha,2262,3,8.0,Raider,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.361115610242114,-0.44714607015407415,-0.6200142576264694,-0.3472266299692592,-0.34841428419581966,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.5872898582484366
Meraj Sheykh,7,4.0,Dabang Delhi K.C.,251,11,1.0,All Rounder,0.0,2.64,29.0,21.0,1.0,1.0,1.0,3.0,0.16,30.0,0.22810036387955115,-0.44714607015407415,0.7843906542370825,0.6523466914536697,0.5569082154765309,-0.5632507546763028,0.47400110819921776,0.4821462042974862,1.3075348331064864,-0.6479920267579782,0.3887531792509191
Mithin Kumar,6,2.0,Bengal Warriors,2302,3,8.0,Raider,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.16471028553489228,-0.44714607015407415,-0.08804270010239672,-0.3472266299692592,-0.34841428419581966,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.5872898582484366
Mohammad Esmaeil Maghsoudlou Mahalli,7,6.0,Patna Pirates,571,15,8.0,Raider,0.0,2.0,28.0,23.0,5.0,0.0,0.0,2.0,0.47,35.0,0.6209110132939946,-0.44714607015407415,0.443928857421676,0.613901563706634,0.6522053207051994,-0.1955326454057632,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,-0.28110129572058035,0.5695018898989479
Mohammad Esmaeil Nabibakhsh,7,7.0,Bengal Warriors,484,16,1.0,All Rounder,1.0,3.88,62.0,48.0,22.0,1.0,3.0,2.0,1.5,86.0,0.8173163380012164,0.48667279458758345,1.4440353855669328,1.9210359071058487,1.8434191360635557,1.3672693189940304,0.47400110819921776,2.4524301526699164,0.6286225159165799,0.9379227461133547,2.413138738508842
Mohammad Maghshoudulu,3,9.0,Jaipur Pink Panthers,200,10,1.0,All Rounder,0.0,1.3,13.0,8.0,1.0,0.0,0.0,0.0,0.0,14.0,1.2101269874156597,-0.44714607015407415,0.07154876715482511,0.037224647501098086,-0.06252296850981422,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.18964269482277313
Mohammad Taghi Paein Mahali,7,0.0,Bengal Warriors,509,3,8.0,Raider,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Mohan Raman G,5,1.0,U Mumba,689,4,8.0,Raider,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,-0.361115610242114,-0.44714607015407415,0.443928857421676,-0.15500099123408054,-0.2531171789671512,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.4065411476004077
Mohit Chhillar,7,0.0,Tamil Thalaivas,71,14,6.0,"Defender, right corner",1.0,0.43,3.0,1.0,30.0,0.0,0.0,2.0,2.29,32.0,-0.5575209349493357,0.48667279458758345,-0.3912664878911182,-0.3472266299692592,-0.3960628368101539,2.10270553753511,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,1.8729023510151108,0.46105266351013063
Mohit Sehrawat,7,3.0,Bengaluru Bulls,2502,10,7.0,"Defender, right cover",1.0,0.5,5.0,4.0,9.0,0.0,0.0,2.0,1.1,16.0,0.03169503917232944,0.48667279458758345,-0.35402847886443306,-0.2703363744751877,-0.2531171789671512,0.17218546386477648,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,0.4645153512263897,-0.1173432105635616
Mohsen Maghsoudloujafari,7,2.0,U.P. Yoddha,567,10,1.0,All Rounder,0.0,0.57,4.0,3.0,2.0,1.0,2.0,1.0,0.3,7.0,-0.16471028553489228,-0.44714607015407415,-0.316790469837748,-0.30878150222222345,-0.30076573158148545,-0.47132122735866794,0.47400110819921776,1.4672881784837013,-0.050289801273326475,-0.4822994385475405,-0.4426908897300135
Monu,7,2.0,Patna Pirates,795,15,8.0,Raider,1.0,0.82,9.0,8.0,16.0,0.0,1.0,7.0,1.53,32.0,-0.16471028553489228,0.48667279458758345,-0.18379758045672984,-0.11655586348704482,-0.06252296850981422,0.815692155088221,-0.3118428343415906,0.4821462042974862,4.023184101866112,0.9734283007298771,0.46105266351013063
Monu Goyat,7,5.0,U.P. Yoddha,388,9,8.0,Raider,0.0,4.78,43.0,38.0,2.0,1.0,3.0,1.0,0.33,46.0,0.4245056885867729,-0.44714607015407415,1.9228097873385983,1.19057847991217,1.3669336099202132,-0.47132122735866794,0.47400110819921776,2.4524301526699164,-0.050289801273326475,-0.4467938839310181,0.9671490533246114
More GB,7,10.0,Gujarat Fortunegiants,772,13,8.0,Raider,0.0,2.54,33.0,27.0,16.0,2.0,1.0,1.0,1.31,50.0,1.4065323121228814,-0.44714607015407415,0.7311934984846753,0.8061272024418127,0.8427995311625365,0.815692155088221,1.259845050740026,0.4821462042974862,-0.050289801273326475,0.7130542335420463,1.1117480218430345
Munish,5,0.0,Telugu Titans,774,3,8.0,Raider,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.4437113894244882,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Muruthu M,5,0.0,Tamil Thalaivas,776,3,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,0.3461635025046484,-0.5872898582484366
N. Renjith,5,0.0,U Mumba,710,11,3.0,"Defender, left corner",0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,1.09,12.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,0.2641149911824114,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,0.4526801663542156,-0.2619421790819847
N. Shiva Ramakrishna,6,0.0,Jaipur Pink Panthers,708,1,1.0,All Rounder,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.8373549847127643,-0.6234396003780424
Narender,7,0.0,U.P. Yoddha,778,3,1.0,All Rounder,2.0,0.0,0.0,0.0,37.0,0.0,0.0,5.0,0.0,42.0,-0.5575209349493357,1.420491659329241,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,2.746212228758554,-0.3118428343415906,-0.5029957698887288,2.665359467486299,-0.8373549847127643,0.8225500848061883
Naveen,7,10.0,Haryana Steelers,2357,11,8.0,Raider,0.0,4.64,51.0,39.0,2.0,1.0,1.0,2.0,0.18,53.0,1.4065323121228814,-0.44714607015407415,1.8483337692852277,1.4981395018884558,1.4145821625345474,-0.47132122735866794,0.47400110819921776,0.4821462042974862,0.6286225159165799,-0.6243216570136301,1.2201972482318517
Naveen Kumar,7,22.0,Dabang Delhi K.C.,2296,14,8.0,Raider,0.0,12.43,174.0,147.0,1.0,13.0,1.0,1.0,0.23,175.0,3.7633962086095423,-0.44714607015407415,5.992392202397754,6.22689021477385,6.5606258448826456,-0.5632507546763028,9.904128418688916,0.4821462042974862,-0.050289801273326475,-0.5651457326527594,5.630465788043756
Naveen Narwal,7,0.0,Bengal Warriors,2671,3,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.4467938839310181,-0.6595893425076481
Navjot Singh,3,0.0,Dabang Delhi K.C.,296,1,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Navneet Gautam,5,0.0,Jaipur Pink Panthers,72,3,3.0,"Defender, left corner",1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.42411688546333065,-0.4437113894244882,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.8373549847127643,-0.5511401161188308
Neeraj Kumar,7,0.0,Patna Pirates,637,15,7.0,"Defender, right cover",2.0,0.0,0.0,0.0,33.0,0.0,0.0,2.0,2.33,35.0,-0.5575209349493357,1.420491659329241,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,2.3784941194880145,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,1.9202430905038073,0.5695018898989479
Nilesh Salunke,7,7.0,Jaipur Pink Panthers,293,13,8.0,Raider,0.0,1.92,25.0,18.0,2.0,3.0,4.0,2.0,0.21,27.0,0.8173163380012164,-0.44714607015407415,0.4013711328197501,0.4985661804655268,0.4139625576335282,-0.47132122735866794,2.045688993280834,3.4375721268561317,0.6286225159165799,-0.5888161023971077,0.2803039528621018
Nilesh Shinde,5,1.0,Dabang Delhi K.C.,73,15,6.0,"Defender, right corner",3.0,0.5,4.0,2.0,19.0,0.0,0.0,1.0,1.33,24.0,-0.361115610242114,2.354310524070899,-0.35402847886443306,-0.30878150222222345,-0.34841428419581966,1.0914807370411257,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.7367246032863947,0.17185472647328454
Nirbhay Narwal,3,1.0,Bengaluru Bulls,316,2,3.0,"Defender, left corner",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,-0.361115610242114,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6234396003780424
Nitesh Kumar,7,0.0,U.P. Yoddha,725,14,9.0,Defender,2.0,0.17,1.0,0.0,34.0,0.0,0.0,5.0,2.79,40.0,-0.5575209349493357,1.420491659329241,-0.529579092847377,-0.42411688546333065,-0.4437113894244882,2.4704236468056493,-0.3118428343415906,-0.5029957698887288,2.665359467486299,2.4646615946238173,0.7502506005469768
Nithesh B R,6,0.0,Bengaluru Bulls,74,2,6.0,"Defender, right corner",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Nitin Kumar,4,1.0,U Mumba,367,1,1.0,All Rounder,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.361115610242114,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Nitin Madane,5,3.0,U Mumba,75,12,8.0,Raider,0.0,1.08,13.0,11.0,1.0,1.0,1.0,1.0,0.0,13.0,0.03169503917232944,-0.44714607015407415,-0.04548497550047087,0.037224647501098086,0.08042268933318851,-0.5632507546763028,0.47400110819921776,0.4821462042974862,-0.050289801273326475,-0.8373549847127643,-0.2257924369523789
Nitin More,3,0.0,Bengal Warriors,76,10,4.0,"Defender, left cover",1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.5,5.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.1955326454057632,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.24559574110405796,-0.514990373989225
Nitin Rawal,7,8.0,Jaipur Pink Panthers,791,11,1.0,All Rounder,1.0,2.91,32.0,23.0,11.0,2.0,1.0,3.0,1.27,46.0,1.013721662708438,0.48667279458758345,0.9280229747685822,0.7676820746947769,0.6522053207051994,0.3560445185000463,1.259845050740026,0.4821462042974862,1.3075348331064864,0.6657134940533498,0.9671490533246114
Nitin Tomar,7,13.0,Puneri Paltan,320,7,8.0,Raider,0.0,4.57,32.0,28.0,2.0,4.0,1.0,1.0,0.29,34.0,1.9957482862445468,-0.44714607015407415,1.8110957602585431,0.7676820746947769,0.8904480837768707,-0.47132122735866794,2.8315329358216426,0.4821462042974862,-0.050289801273326475,-0.49413462341971465,0.5333521477693421
PO Surjeet Singh,7,0.0,Puneri Paltan,322,14,7.0,"Defender, right cover",3.0,0.25,2.0,1.0,29.0,0.0,0.0,5.0,2.43,36.0,-0.5575209349493357,2.354310524070899,-0.4870213682454512,-0.3856717577162949,-0.3960628368101539,2.0107760102174748,-0.3118428343415906,-0.5029957698887288,2.665359467486299,2.0385949392255487,0.6056516320285538
Palle Mallikarjun,7,0.0,Telugu Titans,2683,3,8.0,Raider,0.0,0.67,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.5575209349493357,-0.44714607015407415,-0.2635933140853407,-0.3856717577162949,-0.34841428419581966,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6234396003780424
Pankaj,7,0.0,Gujarat Fortunegiants,665,3,1.0,All Rounder,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,9.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,0.17218546386477648,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,2.7132004769394737,-0.37039140547080196
Pankaj Mohite,7,17.0,Puneri Paltan,2661,11,8.0,Raider,0.0,5.73,63.0,49.0,1.0,1.0,1.0,0.0,0.09,64.0,2.7813695850734335,-0.44714607015407415,2.4281827669864673,1.9594810348528844,1.8910676886778899,-0.5632507546763028,0.47400110819921776,0.4821462042974862,-0.7292021184632329,-0.7308383208631972,1.6178444116575152
Pardeep Kandola,5,0.0,Bengaluru Bulls,777,3,6.0,"Defender, right corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6957390846372539
Pardeep Narwal,7,32.0,Patna Pirates,197,15,8.0,Raider,0.0,11.47,172.0,137.0,1.0,9.0,8.0,1.0,0.0,172.0,5.72744945568176,-0.44714607015407415,5.481699507174645,6.149999959279779,6.084140318739303,-0.5632507546763028,6.760752648525684,7.378140023600992,-0.050289801273326475,-0.8373549847127643,5.5220165616549375
Parmod Narwal,5,1.0,Haryana Steelers,150,6,1.0,All Rounder,0.0,0.0,8.0,3.0,2.0,0.0,1.0,3.0,0.33,2.0,-0.361115610242114,-0.44714607015407415,-0.6200142576264694,-0.15500099123408054,-0.30076573158148545,-0.47132122735866794,-0.3118428343415906,0.4821462042974862,1.3075348331064864,-0.4467938839310181,-0.6234396003780424
Parveen,7,0.0,Haryana Steelers,2463,6,4.0,"Defender, left cover",1.0,0.5,3.0,1.0,3.0,0.0,0.0,1.0,0.67,4.0,-0.5575209349493357,0.48667279458758345,-0.35402847886443306,-0.3472266299692592,-0.3960628368101539,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.044397598277097765,-0.5511401161188308
Parveen Kumar,1,0.0,Bengal Warriors,77,8,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.38,3.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.47132122735866794,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.3876179595701475,-0.5872898582484366
Parveen M. Jangra,2,0.0,Bengal Warriors,178,6,4.0,"Defender, left cover",0.0,0.25,1.0,1.0,5.0,0.0,0.0,0.0,0.83,6.0,-0.5575209349493357,-0.44714607015407415,-0.4870213682454512,-0.42411688546333065,-0.3960628368101539,-0.1955326454057632,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,0.14496535967768817,-0.4788406318596193
Parveen Narwal,4,0.0,Jaipur Pink Panthers,373,1,1.0,All Rounder,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Parvesh,6,1.0,Puneri Paltan,786,6,8.0,Raider,0.0,1.17,7.0,5.0,4.0,0.0,0.0,1.0,0.83,12.0,-0.361115610242114,-0.44714607015407415,0.002392464676695596,-0.19344611898111627,-0.20546862635281696,-0.28746217272339813,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.14496535967768817,-0.2619421790819847
Parvesh Attri,3,1.0,Bengaluru Bulls,315,1,8.0,Raider,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.361115610242114,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Parvesh Bhainswal,7,0.0,Gujarat Fortunegiants,357,14,4.0,"Defender, left cover",2.0,0.0,0.0,0.0,29.0,0.0,0.0,2.0,2.21,31.0,-0.5575209349493357,1.420491659329241,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,2.0107760102174748,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,1.7782208720377177,0.4249029213805249
Pavan T. R.,7,0.0,Jaipur Pink Panthers,2496,11,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,11.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,0.17218546386477648,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,0.3461635025046484,-0.29809192121159045
Pawan Kumar Kadian,7,5.0,Puneri Paltan,156,5,8.0,Raider,0.0,4.6,23.0,18.0,1.0,1.0,1.0,0.0,0.0,23.0,0.4245056885867729,-0.44714607015407415,1.827054906984265,0.42167592497145534,0.4139625576335282,-0.5632507546763028,0.47400110819921776,0.4821462042974862,-0.7292021184632329,-0.8373549847127643,0.13570498434367875
Pawan Kumar Sehrawat,7,13.0,Bengaluru Bulls,318,16,8.0,Raider,0.0,12.88,206.0,159.0,9.0,10.0,5.0,1.0,0.63,216.0,1.9957482862445468,-0.44714607015407415,6.231779403283587,7.457134302678994,7.132408476254656,0.17218546386477648,7.546596591066492,4.422714101042347,-0.050289801273326475,-0.0917383377657943,7.112605215357592
Ponparthiban Subramanian,7,0.0,Tamil Thalaivas,2481,4,7.0,"Defender, right cover",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.42,1.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.8432412671359616,-0.6595893425076481
Pradeep Kumar,2,5.0,U Mumba,171,6,8.0,Raider,0.0,4.0,24.0,19.0,1.0,1.0,2.0,1.0,0.33,26.0,0.4245056885867729,-0.44714607015407415,1.5078719724698215,0.4601210527184911,0.46161111024786244,-0.5632507546763028,0.47400110819921776,1.4672881784837013,-0.050289801273326475,-0.4467938839310181,0.24415421073249605
Prashant Chavan,4,0.0,Dabang Delhi K.C.,147,9,6.0,"Defender, right corner",2.0,0.0,1.0,1.0,10.0,0.0,0.0,2.0,1.11,10.0,-0.5575209349493357,1.420491659329241,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,0.2641149911824114,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,0.47635053609856387,-0.3342416633411962
